SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$290.00,TopWines Switzerland SA,2009Costa Russi Costa Russi Gaja Angelo,Switzerland
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$304.00,The Redd Collection,"2009Barbaresco,Costa Russi,Angelo Gaja",USA (CA)
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$318.96,WineTip s.r.l.,"2009COSTARUSSI,GAJA",Italy
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$349.22,Hedonism Wines,"Costa Russi Gaja-2009,Piedmont,Italy,Red",UK
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$357.85,Altaya Wines,2009Gaja Costa Russi,Hong Kong
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$359.99,Lynnway Liquor Mart,Gaja Costa Russi Barbaresco20092009750ml,USA (MA)
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$379.00,The Old & Rare Wine Company,Angelo Gaja Costa Russi Langhe2009,USA (CA)
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$379.98,Wine House,2009Angelo Gaja Langhe Costa Russi750ml,USA (CA)
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$406.17,Enoteca Properzio,Costa Russi Gaja20090.75lt.,Italy
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$517.11,Glengarry Wines Ltd.,2009ANGELOGAJABARBARESCOCOSTARUSSIDOCG,New Zealand
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$556.75,Renaissance Vintners,"2009Barbaresco Costa Russi,Gaja",UK
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$799.99,Wine Anthology,2009Gaja Costa Russi,USA (NJ)
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$1528.01,Hedonism Wines,"Costa Russi Gaja300cl-2009,Piedmont,Italy,Red",UK
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$1572.00,BBX Berrys' Broking Exchange,"2009Costa Russi,Angelo Gaja",UK
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$1572.00,Wilkinson Vintners,"2009Barbaresco,Costa Russi,Angelo Gaja,Italy",UK
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$1849.00,Italian Wine Merchants,Gaja Costa Russi20093L,USA (NY)
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$3144.00,Wilkinson Vintners,"2009Barbaresco,Costa Russi,Angelo Gaja,Italy",UK
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$3522.59,"Crump, Richmond & Shaw Fine Wines",2009Costa Russi Gaja,UK
11333,"Barbaresco,Costa Russi,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+costa+russi+angelo+gaja/2009/-/-/u,$3749.80,Y18 Global Offer,"Barbaresco,Costa Russi,Angelo Gaja Angelo Gaja2009(12x750ml)",Hong Kong
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$329.00,IronGate.Wine,2000Gaja Sori San Lorenzo-750mL,USA (NY)
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$339.00,SommPicks,2000Gaja Langhe Nebbiolo Sori San Lorenzo,USA (CA)
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$345.49,Cellarspace,Gaja Langhe'Sori San Lorenzo'-Piedmont Nebbiolo-2000,Australia
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$348.00,The Redd Collection,"2000Barbaresco,Sori San Lorenzo,Angelo Gaja",USA (CA)
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$348.00,Westgarth Wines,"2000Gaja,Sori San Lorenzo",USA (CA)
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$358.95,Vickers Wine On-line,Gaja Sori San Lorenzo2000,USA (RI)
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$379.00,Sokolin & Co.,2000Gaja Barbaresco Sori San Lorenzo,USA (NY)
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$388.00,TopWines Switzerland SA,2000Barbaresco Sori San Lorenzo Gaja Angelo,Switzerland
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$700.00,Vinfolio,2000Gaja-Langhe Sori San Lorenzo1.5L,USA (CA)
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$744.00,TopWines Switzerland SA,2000Barbaresco Sori San Lorenzo Gaja Angelo,Switzerland
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$1768.50,Wilkinson Vintners,"2000Barbaresco,Sori San Lorenzo,Angelo Gaja,Italy",UK
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$3406.00,Morgan Classic Wines,2000Gaja Barbaresco Sori San Lorenzo,UK
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$3537.00,Wilkinson Vintners,"2000Barbaresco,Sori San Lorenzo,Angelo Gaja,Italy",UK
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$4175.00,Westgarth Wines,"2000Gaja,Sori San Lorenzo",USA (CA)
11334,"Barbaresco,Sori San Lorenzo,Angelo Gaja",2000,750ml,https://www.wine-searcher.com/find/barbaresco+sori+st+lorenzo+angelo+gaja/2000/-/-/u,$4212.96,Y18 Global Offer,"Barbaresco,Sori San Lorenzo,Angelo Gaja Angelo Gaja2000(12x750ml)",Hong Kong
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$290.00,TopWines Switzerland SA,2009Sori Tildin Gaja Angelo,Switzerland
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$304.00,The Redd Collection,"2009Barbaresco,Sori Tildin,Angelo Gaja",USA (CA)
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$315.00,Westgarth Wines,"2009Gaja,Sori Tildin",USA (CA)
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$318.96,WineTip s.r.l.,"2009SORI'TILDIN,GAJA",Italy
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$319.51,Hong Kong Wine Vault,"2009Gaja,Barbaresco Sori Tildin,-,Red,Italy",Hong Kong
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$449.97,Artisan Wine Depot,"Gaja""Sori Tildin""LangheD.O.C.2009(Piedmont,Italy)-[AG96][WE95][JS95][WS93]",USA (CA)
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$451.23,Gourmet Hunters,"2009Gaja Langhe Sori Tildin,Langhe,Italy",Spain
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$459.99,Lynnway Liquor Mart,Gaja Sori Tildin Barbaresco20092009750ml,USA (MA)
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$485.53,Enoteca Properzio,Sori Tildin Gaja20090.75lt.,Italy
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$706.26,WineTip s.r.l.,"2009SORI'TILDIN,GAJA",Italy
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$720.50,Renaissance Vintners,"2009Barbaresco Sori Tildin,Gaja",UK
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$1572.00,Wilkinson Vintners,"2009Barbaresco,Sori Tildin,Angelo Gaja,Italy",UK
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$3144.00,Wilkinson Vintners,"2009Barbaresco,Sori Tildin,Angelo Gaja,Italy",UK
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$3522.59,"Crump, Richmond & Shaw Fine Wines",2009Sori Tildin Gaja,UK
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$3749.80,Y18 Global Offer,"Barbaresco,Sori Tildin,Angelo Gaja Angelo Gaja2009(12x750ml)",Hong Kong
11335,"Barbaresco,Sori Tildin,Angelo Gaja",2009,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tildin+angelo+gaja/2009/-/-/u,$3775.00,Westgarth Wines,"2009Gaja,Sori Tildin",USA (CA)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$307.57,WineTip s.r.l.,"2010SORI'TILDIN,GAJA",Italy
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$334.00,Yankee Spirits,GAJASORITILDINLANGHEBARBARESCO2010,USA (MA)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$364.99,Stirling Fine Wines,"Gaja Sori Tildin2010,Piedmont,Langhe",USA (NJ)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$369.64,Hedonism Wines,"Sori Tildin Gaja-2010,Piedmont,Italy,Red",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$379.99,Maximum Beverage,Gaja-Langhe Sori Tildin2010,USA (CT)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$395.00,European Wine Resource,2010Gaja-Sori Tildin,USA (CA)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$420.00,WineDeals.com Premier Wine & Spirits,Gaja Sori Tildin2010/750ml.,USA (NY)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$455.00,Westgarth Wines,"2010Gaja,Sori Tildin",USA (CA)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$455.00,The Redd Collection,"2010Barbaresco,Sori Tildin,Angelo Gaja",USA (CA)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$489.97,Artisan Wine Depot,"Gaja""Sori Tildin""LangheD.O.C.2010(Piedmont,Italy)-[JS97][RP96+][JS96(+)][WS94]",USA (CA)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$489.99,Lincoln Fine Wines,Gaja-Nebbiolo Sori Tildin Langhe2010,USA (CA)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$716.51,Best of Wines,Gaja Barbaresco Sori Tildin2010,Netherlands
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$786.00,Justerini & Brooks,"2010Gaja,Barbaresco,Sori Tildin,[In Bond]",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$881.63,"Crump, Richmond & Shaw Fine Wines",2010Sori Tildin Gaja,UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$910.00,The Redd Collection,"2010Barbaresco,Sori Tildin,Angelo Gaja",USA (CA)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$1506.50,Morgan Classic Wines,2010Gaja Sori Tildin,UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$1813.37,Hedonism Wines,"Sori Tildin Gaja300cl-2010,Piedmont,Italy,Red",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$1965.00,Appellations Ltd.,"2010Gaja,Sori Tildin,Piedmont",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2023.95,BBX Berrys' Broking Exchange,"2010Sori Tildin,Angelo Gaja",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2030.50,Seckford Wines,"Barbaresco Sori Tildin,2010,Angelo Gaja",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2068.75,MRM Wine Investments,"2010Gaja,Langhe,Sori Tildin,Red,Italy",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2096.00,Cavex - Fine Wine Trading Exchange,"2010Sori Tildin,Angelo Gaja",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2202.11,"Crump, Richmond & Shaw Fine Wines",2010Sori Tildin Gaja,UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2227.00,Roberson Trading,"2010Gaja Barbaresco Sori Tildin,[inbond]",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2227.00,Corney & Barrow,Barbaresco Sori Tildin Angelo Gaja2010,UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2245.99,Roberson Wine Retail,"2010Barbaresco'Sori Tildin',Gaja,Red",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2358.00,Wilkinson Vintners,"2010Barbaresco,Sori Tildin,Angelo Gaja,Italy",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2415.51,Y18 Global Offer,"Barbaresco Sori Tildin Gaja,Angelo2010(6x750ml)",Hong Kong
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$2725.00,Westgarth Wines,"2010Gaja,Sori Tildin",USA (CA)
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$4716.00,Wilkinson Vintners,"2010Barbaresco,Sori Tildin,Angelo Gaja,Italy",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$4716.00,Wilkinson Vintners,"2010Barbaresco,Sori Tildin,Angelo Gaja,Italy",UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$5283.23,"Crump, Richmond & Shaw Fine Wines",2010Sori Tildin Gaja,UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$5283.23,"Crump, Richmond & Shaw Fine Wines",2010Sori Tildin Gaja,UK
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$5360.90,Y18 Global Offer,"Barbaresco,Sori Tildin,Angelo Gaja Angelo Gaja2010(6x1.5L)",Hong Kong
11336,"Barbaresco,Sori Tildin,Angelo Gaja",2010,1.5L,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$5361.67,Y18 Global Offer,"Barbaresco,Sori Tildin,Angelo Gaja Angelo Gaja2010(12x750ml)",Hong Kong
11337,"Barbaresco,Sori Tildin,Angelo Gaja",2010,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$307.57,WineTip s.r.l.,"2010SORI'TILDIN,GAJA",Italy
11337,"Barbaresco,Sori Tildin,Angelo Gaja",2010,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$334.00,Yankee Spirits,GAJASORITILDINLANGHEBARBARESCO2010,USA (MA)
11337,"Barbaresco,Sori Tildin,Angelo Gaja",2010,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$364.99,Stirling Fine Wines,"Gaja Sori Tildin2010,Piedmont,Langhe",USA (NJ)
11337,"Barbaresco,Sori Tildin,Angelo Gaja",2010,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$369.64,Hedonism Wines,"Sori Tildin Gaja-2010,Piedmont,Italy,Red",UK
11337,"Barbaresco,Sori Tildin,Angelo Gaja",2010,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$379.99,Maximum Beverage,Gaja-Langhe Sori Tildin2010,USA (CT)
11337,"Barbaresco,Sori Tildin,Angelo Gaja",2010,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$395.00,European Wine Resource,2010Gaja-Sori Tildin,USA (CA)
11337,"Barbaresco,Sori Tildin,Angelo Gaja",2010,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$420.00,WineDeals.com Premier Wine & Spirits,Gaja Sori Tildin2010/750ml.,USA (NY)
11337,"Barbaresco,Sori Tildin,Angelo Gaja",2010,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$455.00,Westgarth Wines,"2010Gaja,Sori Tildin",USA (CA)
11337,"Barbaresco,Sori Tildin,Angelo Gaja",2010,750ml,https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u,$455.00,The Redd Collection,"2010Barbaresco,Sori Tildin,Angelo Gaja",USA (CA)
